성별,생일,결혼유무,종교유무,직업코드,소득,지역코드,나이,직업,연령대
남성,1955,결혼,없음,141.0,417.0,서울,45,건설 전기 및 생산 관련 관리자,중년
여성,1962,결혼,없음,391.0,167.0,서울,38,통계관련 사무원,중년
남성,1942,이혼,있음,941.0,241.61901596892534,서울,58,청소원 및 환경 미화원,중년
남성,1975,결혼,없음,510.0,393.2,서울,25,영업 종사자,청년
여성,1982,결혼,있음,892.0,165.6,서울,18,인쇄 및 사진현상 관련 기계조작원,청년
남성,1973,결혼,있음,773.0,241.61901596892534,서울,27,건축마감관련 기능 종사자,청년
남성,1935,결혼,없음,620.0,241.61901596892534,서울,65,임업관련 종사자,노년
남성,1949,결혼,있음,942.0,100.0,서울,51,경비원 및 검표원,중년
여성,1955,결혼,있음,930.0,123.8,서울,45,제조관련 단순 종사원,중년
여성,1990,무응답,있음,312.0,222.5,서울,10,경영관련 사무원,청년
여성,1988,무응답,없음,521.0,241.61901596892534,수도권,12,매장 판매 종사자,청년
여성,1990,무응답,있음,521.0,212.0,수도권,10,매장 판매 종사자,청년
여성,1992,무응답,있음,312.0,183.0,수도권,8,경영관련 사무원,청년
남성,1954,결혼,없음,941.0,185.0,수도권,46,청소원 및 환경 미화원,중년
여성,1960,결혼,있음,951.0,241.61901596892534,수도권,40,가사 및 육아 도우미,중년
남성,1968,무응답,없음,773.0,241.61901596892534,서울,32,건축마감관련 기능 종사자,중년
여성,1991,무응답,있음,313.0,135.0,서울,9,회계 및 경리 사무원,청년
남성,1975,결혼,있음,231.0,350.6,서울,25,건축 및 토목 공학 기술자 및 시험원,청년
여성,1968,결혼,있음,274.0,241.61901596892534,서울,32,기술영업 및 중개 관련 종사자,중년
여성,1971,무응답,없음,131.0,340.0,서울,29,연구 교육 및 법률 관련 관리자,청년
남성,1946,결혼,있음,823.0,241.61901596892534,서울,54,세탁관련 기계조작원,중년
여성,1951,결혼,있음,999.0,241.61901596892534,서울,49,기타 서비스관련 단순 종사원,중년
여성,1979,결혼,있음,311.0,375.0,서울,21,행정 사무원,청년
남성,1978,결혼,있음,311.0,405.8,서울,22,행정 사무원,청년
남성,1982,결혼,있음,135.0,241.61901596892534,서울,18,정보통신관련 관리자,청년
여성,1990,결혼,있음,313.0,162.0,서울,10,회계 및 경리 사무원,청년
남성,1967,결혼,없음,151.0,202.0,서울,33,판매 및 운송 관리자,중년
여성,1970,결혼,없음,521.0,93.0,서울,30,매장 판매 종사자,중년
남성,1947,결혼,있음,910.0,241.61901596892534,서울,53,건설 및 광업 단순 종사원,중년
여성,1995,무응답,없음,313.0,132.5,서울,5,회계 및 경리 사무원,청년
남성,1961,무응답,없음,772.0,241.61901596892534,서울,39,건설관련 기능 종사자,중년
여성,1978,무응답,없음,313.0,175.0,서울,22,회계 및 경리 사무원,청년
남성,1983,무응답,있음,761.0,150.0,서울,17,전기 및 전자기기 설치 및 수리원,청년
여성,1965,이혼,없음,441.0,186.8,서울,35,주방장 및 조리사,중년
여성,1986,무응답,없음,286.0,150.0,서울,14,스포츠 및 레크레이션 관련 전문가,청년
남성,1969,결혼,없음,772.0,241.61901596892534,서울,31,건설관련 기능 종사자,중년
남성,1968,결혼,없음,254.0,241.61901596892534,수도권,32,문리 기술 및 예능 강사,중년
여성,1969,결혼,없음,254.0,241.61901596892534,수도권,31,문리 기술 및 예능 강사,중년
남성,1959,결혼,있음,873.0,269.0,수도권,41,자동차 운전원,중년
여성,1960,결혼,있음,941.0,30.8,수도권,40,청소원 및 환경 미화원,중년
남성,1980,결혼,없음,431.0,407.0,수도권,20,운송 서비스 종사자,청년
여성,1964,이혼,있음,521.0,164.7,서울,36,매장 판매 종사자,중년
남성,1962,결혼,있음,259.0,150.0,서울,38,기타 교육 전문가,중년
남성,1956,결혼,있음,930.0,241.61901596892534,서울,44,제조관련 단순 종사원,중년
여성,1959,결혼,있음,930.0,241.61901596892534,서울,41,제조관련 단순 종사원,중년
여성,1993,무응답,있음,710.0,120.0,서울,7,식품가공관련 기능 종사자,청년
남성,1988,무응답,있음,399.0,275.0,서울,12,고객 상담 및 기타 사무원,청년
남성,1965,결혼,없음,811.0,241.61901596892534,서울,35,식품가공관련 기계조작원,중년
여성,1965,결혼,없음,811.0,241.61901596892534,서울,35,식품가공관련 기계조작원,중년
남성,1964,결혼,있음,312.0,375.1,서울,36,경영관련 사무원,중년
여성,1966,결혼,있음,421.0,120.0,서울,34,의료 복지 관련 서비스 종사자,중년
남성,1990,무응답,있음,930.0,241.61901596892534,서울,10,제조관련 단순 종사원,청년
여성,1980,무응답,없음,510.0,333.0,서울,20,영업 종사자,청년
여성,1944,결혼,있음,530.0,241.61901596892534,서울,56,방문 노점 및 통신 판매 관련 종사자,중년
여성,1984,결혼,없음,314.0,195.0,서울,16,비서 및 사무 보조원,청년
여성,1987,무응답,없음,243.0,233.0,서울,13,간호사,청년
남성,1978,결혼,없음,272.0,373.0,서울,22,금융 및 보험 전문가,청년
여성,1960,이혼,있음,951.0,56.0,서울,40,가사 및 육아 도우미,중년
여성,1992,무응답,있음,314.0,135.0,수도권,8,비서 및 사무 보조원,청년
여성,1974,결혼,있음,521.0,192.5,서울,26,매장 판매 종사자,청년
남성,1975,결혼,있음,441.0,165.0,서울,25,주방장 및 조리사,청년
남성,1968,결혼,없음,873.0,375.0,서울,32,자동차 운전원,중년
여성,1971,결혼,없음,429.0,150.0,서울,29,기타 이미용 예식 및 의료보조 서비스 종사자,청년
남성,1969,결혼,없음,213.0,760.0,서울,31,생명 및 자연 과학 관련 시험원,중년
남성,1958,결혼,없음,863.0,250.0,서울,42,전기 전자 부품 및 제품 제조장치 조작원,중년
여성,1960,무응답,없음,521.0,241.61901596892534,서울,40,매장 판매 종사자,중년
남성,1957,결혼,없음,521.0,241.61901596892534,대전/충남,43,매장 판매 종사자,중년
여성,1960,결혼,없음,521.0,241.61901596892534,대전/충남,40,매장 판매 종사자,중년
여성,1995,무응답,없음,320.0,258.3,대전/충남,5,금융 및 보험관련 사무 종사자,청년
여성,1995,무응답,없음,392.0,155.5,서울,5,여행 안내 및 접수 사무원,청년
남성,1968,결혼,없음,842.0,241.61901596892534,서울,32,도장 및 도금기 조작원,중년
여성,1971,결혼,있음,421.0,56.0,서울,29,의료 복지 관련 서비스 종사자,청년
남성,1952,결혼,있음,141.0,295.0,서울,48,건설 전기 및 생산 관련 관리자,중년
여성,1952,결혼,있음,951.0,241.61901596892534,서울,48,가사 및 육아 도우미,중년
여성,1978,결혼,있음,252.0,321.0,서울,22,학교 교사,청년
여성,1983,무응답,있음,281.0,241.61901596892534,서울,17,작가 기자 및 출판 전문가,청년
여성,1960,결혼,있음,442.0,241.61901596892534,서울,40,음식서비스 종사자,중년
남성,1979,결혼,있음,239.0,483.0,서울,21,기타 공학 전문가 및 관련 종사자,청년
남성,1977,결혼,없음,311.0,210.0,수도권,23,행정 사무원,청년
남성,1958,결혼,없음,741.0,241.61901596892534,서울,42,금형 주조 및 단조원,중년
여성,1965,결혼,없음,952.0,241.61901596892534,서울,35,음식관련 단순 종사원,중년
남성,1965,이혼,없음,910.0,241.61901596892534,서울,35,건설 및 광업 단순 종사원,중년
남성,1939,결혼,없음,941.0,93.1,서울,61,청소원 및 환경 미화원,노년
여성,1947,결혼,없음,941.0,93.1,서울,53,청소원 및 환경 미화원,중년
여성,1945,무응답,있음,421.0,20.0,서울,55,의료 복지 관련 서비스 종사자,중년
남성,1966,이혼,있음,521.0,241.61901596892534,서울,34,매장 판매 종사자,중년
여성,1995,무응답,있음,442.0,241.61901596892534,서울,5,음식서비스 종사자,청년
남성,1949,결혼,없음,283.0,100.0,수도권,51,연극 영화 및 영상 전문가,중년
여성,1956,이혼,없음,441.0,241.61901596892534,서울,44,주방장 및 조리사,중년
여성,1988,무응답,없음,521.0,221.6,서울,12,매장 판매 종사자,청년
남성,1960,결혼,있음,780.0,417.0,서울,40,영상 및 통신 장비 관련 설치 및 수리원,중년
남성,1950,결혼,없음,422.0,241.61901596892534,서울,50,이 미용 및 관련 서비스 종사자,중년
남성,1980,결혼,없음,284.0,336.0,수도권,20,화가 사진가 및 공연예술가,청년
남성,1982,무응답,없음,134.0,300.0,서울,18,문화 예술 디자인 및 영상 관련 관리자,청년
여성,1982,결혼,없음,284.0,83.0,수도권,18,화가 사진가 및 공연예술가,청년
여성,1970,무응답,있음,259.0,77.0,서울,30,기타 교육 전문가,중년
여성,1970,결혼,있음,951.0,40.0,서울,30,가사 및 육아 도우미,중년
남성,1940,결혼,없음,611.0,241.61901596892534,서울,60,작물재배 종사자,노년
남성,1972,무응답,없음,799.0,178.0,서울,28,기타 기능관련 종사자,청년
여성,1958,이혼,없음,442.0,199.5,서울,42,음식서비스 종사자,중년
여성,1984,무응답,없음,314.0,155.0,서울,16,비서 및 사무 보조원,청년
남성,1946,결혼,있음,274.0,241.61901596892534,서울,54,기술영업 및 중개 관련 종사자,중년
남성,1969,결혼,없음,521.0,285.0,서울,31,매장 판매 종사자,중년
여성,1972,결혼,없음,441.0,122.0,서울,28,주방장 및 조리사,청년
남성,1960,결혼,없음,910.0,241.61901596892534,서울,40,건설 및 광업 단순 종사원,중년
여성,1962,결혼,있음,442.0,241.61901596892534,서울,38,음식서비스 종사자,중년
남성,1942,결혼,있음,942.0,120.0,서울,58,경비원 및 검표원,중년
남성,1952,결혼,없음,521.0,241.61901596892534,서울,48,매장 판매 종사자,중년
여성,1956,결혼,없음,953.0,241.61901596892534,서울,44,판매관련 단순 종사원,중년
여성,1982,결혼,없음,313.0,266.6,서울,18,회계 및 경리 사무원,청년
남성,1976,결혼,없음,780.0,460.1,서울,24,영상 및 통신 장비 관련 설치 및 수리원,청년
여성,1990,결혼,없음,247.0,150.0,수도권,10,사회복지관련 종사자,청년
남성,1986,결혼,없음,510.0,255.0,수도권,14,영업 종사자,청년
여성,1952,결혼,없음,941.0,119.0,서울,48,청소원 및 환경 미화원,중년
남성,1957,결혼,있음,772.0,241.61901596892534,서울,43,건설관련 기능 종사자,중년
여성,1981,무응답,있음,391.0,100.0,서울,19,통계관련 사무원,청년
남성,1983,무응답,있음,442.0,190.0,서울,17,음식서비스 종사자,청년
여성,1954,무응답,있음,952.0,75.75,서울,46,음식관련 단순 종사원,중년
여성,1975,무응답,있음,285.0,322.58,서울,25,디자이너,청년
남성,1968,결혼,있음,271.0,553.0,서울,32,인사 및 경영 전문가,중년
여성,1972,결혼,있음,930.0,241.61901596892534,서울,28,제조관련 단순 종사원,청년
남성,1962,결혼,있음,235.0,535.0,서울,38,전기 전자 및 기계 공학 기술자 및 시험원,중년
여성,1986,무응답,있음,313.0,150.0,서울,14,회계 및 경리 사무원,청년
남성,1975,결혼,있음,274.0,343.3,서울,25,기술영업 및 중개 관련 종사자,청년
남성,1945,결혼,없음,530.0,241.61901596892534,서울,55,방문 노점 및 통신 판매 관련 종사자,중년
남성,1963,결혼,있음,873.0,241.61901596892534,서울,37,자동차 운전원,중년
여성,1960,결혼,있음,510.0,400.0,서울,40,영업 종사자,중년
남성,1955,결혼,있음,510.0,129.0,서울,45,영업 종사자,중년
여성,1956,결혼,있음,521.0,90.0,서울,44,매장 판매 종사자,중년
여성,1989,무응답,있음,314.0,170.0,서울,11,비서 및 사무 보조원,청년
남성,1981,결혼,있음,312.0,500.0,서울,19,경영관련 사무원,청년
남성,1956,결혼,없음,873.0,492.0,서울,44,자동차 운전원,중년
남성,1970,결혼,있음,751.0,241.61901596892534,대전/충남,30,자동차 정비원,중년
여성,1972,결혼,있음,313.0,129.62,대전/충남,28,회계 및 경리 사무원,청년
여성,1976,무응답,있음,530.0,175.0,서울,24,방문 노점 및 통신 판매 관련 종사자,청년
남성,1972,결혼,있음,411.0,462.5,서울,28,경찰 소방 및 교도 관련 종사자,청년
여성,1974,결혼,있음,530.0,66.6,서울,26,방문 노점 및 통신 판매 관련 종사자,청년
여성,1964,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,36,작물재배 종사자,중년
남성,1952,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,48,작물재배 종사자,중년
남성,1956,결혼,있음,873.0,126.0,서울,44,자동차 운전원,중년
여성,1964,결혼,있음,442.0,170.0,서울,36,음식서비스 종사자,중년
여성,1995,무응답,있음,429.0,130.0,서울,5,기타 이미용 예식 및 의료보조 서비스 종사자,청년
남성,1963,결혼,있음,772.0,578.0,서울,37,건설관련 기능 종사자,중년
여성,1994,무응답,있음,313.0,141.0,서울,6,회계 및 경리 사무원,청년
남성,1939,결혼,있음,873.0,241.61901596892534,서울,61,자동차 운전원,노년
남성,1967,결혼,없음,312.0,596.7,서울,33,경영관련 사무원,중년
남성,1970,무응답,없음,762.0,241.61901596892534,광주/전남/전북/제주도,30,전기공,중년
여성,1942,무응답,없음,421.0,20.0,광주/전남/전북/제주도,58,의료 복지 관련 서비스 종사자,중년
남성,1981,무응답,없음,222.0,425.3,서울,19,정보시스템 개발 전문가,청년
남성,1969,결혼,없음,312.0,650.0,수도권,31,경영관련 사무원,중년
여성,1971,결혼,없음,259.0,80.0,수도권,29,기타 교육 전문가,청년
남성,1974,결혼,없음,922.0,419.7,서울,26,배달원,청년
남성,1974,결혼,있음,274.0,708.0,수도권,26,기술영업 및 중개 관련 종사자,청년
여성,1975,결혼,있음,252.0,379.0,수도권,25,학교 교사,청년
남성,1971,결혼,없음,313.0,458.3,서울,29,회계 및 경리 사무원,청년
여성,1979,결혼,없음,252.0,399.1,서울,21,학교 교사,청년
남성,1969,결혼,있음,892.0,387.0,수도권,31,인쇄 및 사진현상 관련 기계조작원,중년
여성,1969,결혼,있음,953.0,118.3,수도권,31,판매관련 단순 종사원,중년
남성,1970,결혼,있음,221.0,933.6,서울,30,컴퓨터 하드웨어 및 통신공학 전문가,중년
남성,1962,결혼,없음,274.0,916.7,수도권,38,기술영업 및 중개 관련 종사자,중년
여성,1971,결혼,없음,312.0,383.3,수도권,29,경영관련 사무원,청년
여성,1960,무응답,없음,251.0,200.0,서울,40,대학 교수 및 강사,중년
여성,1957,이혼,없음,951.0,148.0,서울,43,가사 및 육아 도우미,중년
여성,1985,무응답,없음,399.0,150.0,서울,15,고객 상담 및 기타 사무원,청년
남성,1982,결혼,없음,510.0,283.0,수도권,18,영업 종사자,청년
남성,1974,결혼,없음,239.0,433.3,수도권,26,기타 공학 전문가 및 관련 종사자,청년
여성,1942,결혼,있음,999.0,120.0,서울,58,기타 서비스관련 단순 종사원,중년
남성,1953,결혼,있음,510.0,298.0,서울,47,영업 종사자,중년
여성,1956,결혼,있음,243.0,200.0,서울,44,간호사,중년
남성,1983,무응답,있음,313.0,179.0,서울,17,회계 및 경리 사무원,청년
남성,1952,결혼,없음,773.0,241.61901596892534,서울,48,건축마감관련 기능 종사자,중년
남성,1952,결혼,없음,313.0,416.0,서울,48,회계 및 경리 사무원,중년
남성,1979,결혼,없음,235.0,503.8,서울,21,전기 전자 및 기계 공학 기술자 및 시험원,청년
남성,1982,무응답,없음,236.0,250.0,서울,18,안전 관리 및 검사원,청년
